,agency_id,line_id,number_of_trips_today,agency_popularity
1239,16,11302,2,60
1240,16,54081,2,60
1241,16,11424,2,60
1242,16,55080,2,60
1243,16,54082,2,60
1244,16,20074,1,61
1245,16,58081,1,61
1246,16,47084,1,61
1247,16,11395,1,61
1248,16,24074,1,61
1249,18,32006,100,1
1250,18,14068,99,2
1251,18,11280,93,3
1252,18,37005,90,4
1253,18,28055,89,5
1254,18,44004,86,6
1255,18,44006,84,7
1256,18,54003,82,8
1257,18,12111,79,9
1258,18,66002,78,10
1259,18,20036,77,11
1260,18,82001,74,12
1261,18,51007,74,12
1262,18,60002,70,13
1263,18,21037,69,14
1264,18,10330,69,14
1265,18,12180,69,14
1266,18,47006,66,15
1267,18,69012,66,15
1268,18,72001,65,16
1269,18,23076,64,17
1270,18,24004,64,17
1271,18,53009,62,18
1272,18,12292,61,19
1273,18,10320,60,20
1274,18,12293,60,20
1275,18,46003,60,20
1276,18,11340,59,21
1277,18,21070,59,21
1278,18,23056,58,22
1279,18,51004,58,22
1280,18,74008,58,22
1281,18,11310,57,23
1282,18,13290,57,23
1283,18,36014,57,23
1284,18,10475,56,24
1285,18,12291,56,24
1286,18,12230,54,25
1287,18,22009,53,26
1288,18,34015,52,27
1289,18,11240,49,28
1290,18,12150,49,28
1291,18,10461,48,29
1292,18,11210,48,29
1293,18,43005,48,29
1294,18,10277,48,29
1295,18,12220,47,30
1296,18,41054,47,30
1297,18,37050,47,30
1298,18,36006,45,31
1299,18,34053,45,31
1300,18,70001,44,32
1301,18,58004,44,32
1302,18,11451,44,32
1303,18,68005,44,32
1304,18,12209,44,32
1305,18,30059,44,32
1306,18,51002,43,33
1307,18,68003,43,33
1308,18,18047,43,33
1309,18,32051,43,33
1310,18,32058,43,33
1311,18,56006,43,33
1312,18,12294,42,34
1313,18,37013,42,34
1314,18,33077,42,34
1315,18,36056,42,34
1316,18,10641,41,35
1317,18,15069,40,36
1318,18,68004,40,36
1319,18,16115,40,36
1320,18,84015,39,37
1321,18,14226,38,38
1322,18,86001,37,39
1323,18,17246,37,39
1324,18,43015,36,40
1325,18,19205,36,40
1326,18,36079,36,40
1327,18,30075,35,41
1328,18,69001,35,41
1329,18,21059,34,42
1330,18,11168,34,42
1331,18,22036,34,42
1332,18,41008,34,42
1333,18,13247,33,43
1334,18,21074,32,44
1335,18,14256,31,45
1336,18,11225,30,46
1337,18,13245,30,46
1338,18,88002,30,46
1339,18,85002,30,46
1340,18,14384,30,46
1341,18,16117,30,46
1342,18,90001,29,47
1343,18,69005,29,47
1344,18,83015,29,47
1345,18,10462,28,48
1346,18,12237,28,48
1347,18,12148,27,49
1348,18,25060,27,49
1349,18,21079,27,49
1350,18,36011,26,50
1351,18,11500,26,50
1352,18,11128,26,50
1353,18,33011,26,50
1354,18,29012,26,50
1355,18,13445,26,50
1356,18,22039,25,51
1357,18,41007,25,51
1358,18,22130,25,51
1359,18,10236,24,52
1360,18,45015,24,52
1361,18,19279,24,52
1362,18,28071,24,52
1363,18,13133,23,53
1364,18,11179,23,53
1365,18,18138,23,53
1366,18,17078,22,54
1367,18,11460,22,54
1368,18,24044,21,55
1369,18,12729,21,55
1370,18,19131,21,55
1371,18,21039,20,56
1372,18,43011,20,56
1373,18,22057,20,56
1374,18,17046,19,57
1375,18,10276,19,57
1376,18,12233,19,57
1377,18,19380,19,57
1378,18,10730,18,58
1379,18,46055,18,58
1380,18,13701,18,58
1381,18,48009,18,58
1382,18,37008,18,58
1383,18,23140,18,58
1384,18,51003,17,59
1385,18,53008,17,59
1386,18,18136,17,59
1387,18,35022,17,59
1388,18,13149,16,60
1389,18,29013,16,60
1390,18,20049,16,60
1391,18,12106,16,60
1392,18,12281,16,60
1393,18,19171,16,60
1394,18,11884,16,60
1395,18,12157,15,61
1396,18,23010,15,61
1397,18,27054,15,61
1398,18,17064,15,61
1399,18,47007,15,61
1400,18,10885,15,61
1401,18,53017,15,61
1402,18,10138,14,62
1403,18,16151,14,62
1404,18,17173,14,62
1405,18,14240,14,62
1406,18,10354,13,63
1407,18,14139,13,63
1408,18,25061,13,63
1409,18,24062,13,63
1410,18,18045,13,63
1411,18,15173,13,63
1412,18,10768,13,63
1413,18,19141,13,63
1414,18,10110,12,64
1415,18,16068,12,64
1416,18,57005,12,64
1417,18,13132,12,64
1418,18,21033,12,64
1419,18,17053,12,64
1420,18,10710,12,64
1421,18,23633,12,64
1422,18,14620,12,64
1423,18,53080,11,65
1424,18,11577,11,65
1425,18,14241,11,65
1426,18,12129,10,66
1427,18,19038,10,66
1428,18,11454,10,66
1429,18,16391,10,66
1430,18,38098,10,66
1431,18,25030,9,67
1432,18,23040,9,67
1433,18,19026,9,67
1434,18,19040,9,67
1435,18,27028,9,67
1436,18,50011,9,67
1437,18,10881,9,67
1438,18,11377,9,67
1439,18,55007,9,67
1440,18,46050,9,67
1441,18,10137,8,68
1442,18,11436,8,68
1443,18,12131,8,68
1444,18,30010,8,68
1445,18,26020,8,68
1446,18,17029,8,68
1447,18,19063,8,68
1448,18,19076,8,68
1449,18,27026,8,68
1450,18,30028,8,68
1451,18,31022,8,68
1452,18,42021,8,68
1453,18,10883,8,68
1454,18,10278,8,68
1455,18,32075,8,68
1456,18,14163,8,68
1457,18,37085,7,69
1458,18,17069,7,69
1459,18,12245,7,69
1460,18,10457,7,69
1461,18,18051,7,69
1462,18,11283,7,69
1463,18,14282,7,69
1464,18,13385,7,69
1465,18,13241,7,69
1466,18,14296,6,70
1467,18,14154,6,70
1468,18,29023,6,70
1469,18,26018,6,70
1470,18,19045,6,70
1471,18,19048,6,70
1472,18,10691,6,70
1473,18,10692,6,70
1474,18,10693,6,70
1475,18,10694,6,70
1476,18,11238,6,70
1477,18,14444,6,70
1478,18,29034,6,70
1479,18,29031,6,70
1480,18,30035,6,70
1481,18,13162,6,70
1482,18,21042,5,71
1483,18,11177,5,71
1484,18,28010,5,71
1485,18,25021,5,71
1486,18,19032,5,71
1487,18,18052,5,71
1488,18,17065,5,71
1489,18,12192,5,71
1490,18,12184,5,71
1491,18,12270,5,71
1492,18,15133,5,71
1493,18,17139,5,71
1494,18,12153,4,72
1495,18,11337,4,72
1496,18,11201,4,72
1497,18,22027,4,72
1498,18,24043,4,72
1499,18,29024,4,72
1500,18,17044,4,72
1501,18,17041,4,72
1502,18,22055,4,72
1503,18,24059,4,72
1504,18,11357,4,72
1505,18,11504,4,72
1506,18,12304,4,72
1507,18,10182,4,72
1508,18,16385,4,72
1509,18,12300,3,73
1510,18,13331,3,73
1511,18,13332,3,73
1512,18,13334,3,73
1513,18,11347,3,73
1514,18,12242,3,73
1515,18,10109,3,73
1516,18,11200,3,73
1517,18,49002,3,73
1518,18,10705,3,73
1519,18,10706,3,73
1520,18,27050,3,73
1521,18,11588,3,73
1522,18,10586,3,73
1523,18,11686,3,73
1524,18,10882,3,73
1525,18,18175,3,73
1526,18,13176,3,73
1527,18,10595,3,73
1528,18,10596,3,73
1529,18,12477,3,73
1530,18,12580,3,73
1531,18,13215,3,73
1532,18,20058,2,74
1533,18,12311,2,74
1534,18,10312,2,74
1535,18,10314,2,74
1536,18,10317,2,74
1537,18,10322,2,74
1538,18,10324,2,74
1539,18,12336,2,74
1540,18,10341,2,74
1541,18,11342,2,74
1542,18,10344,2,74
1543,18,10346,2,74
1544,18,11198,2,74
1545,18,11224,2,74
1546,18,12241,2,74
1547,18,12244,2,74
1548,18,11138,2,74
1549,18,24035,2,74
1550,18,32012,2,74
1551,18,22019,2,74
1552,18,10587,2,74
1553,18,10585,2,74
1554,18,10582,2,74
1555,18,10583,2,74
1556,18,10681,2,74
1557,18,11871,2,74
1558,18,11895,2,74
1559,18,11194,2,74
1560,18,18279,2,74
1561,18,10590,2,74
1562,18,15174,2,74
1563,18,10796,2,74
1564,18,11774,2,74
1565,18,19383,2,74
1566,18,19680,2,74
1567,18,51033,2,74
1568,18,14597,2,74
1569,18,21134,2,74
1570,18,17450,2,74
1571,18,10219,1,75
1572,18,12229,1,75
1573,18,12239,1,75
1574,18,12249,1,75
1575,18,10316,1,75
1576,18,11321,1,75
1577,18,10326,1,75
1578,18,10327,1,75
1579,18,13221,1,75
1580,18,16222,1,75
1581,18,12295,1,75
1582,18,11474,1,75
1583,18,11464,1,75
1584,18,17058,1,75
1585,18,19057,1,75
1586,18,10581,1,75
1587,18,10584,1,75
1588,18,10683,1,75
1589,18,10685,1,75
1590,18,11891,1,75
1591,18,10875,1,75
1592,18,10589,1,75
1593,18,11781,1,75
1594,20,93001,176,1
1595,21,73001,186,1
1596,23,77001,56,1
1597,23,74001,46,2
1598,23,54004,46,2
1599,23,56003,46,2
1600,23,62002,46,2
1601,23,13450,37,3
1602,23,78005,23,4
1603,23,12594,22,5
1604,23,10494,16,6
1605,23,11593,13,7
1606,23,12592,13,7
1607,23,21041,12,8
1608,23,11455,12,8
1609,23,12498,12,8
1610,23,10492,10,9
1611,23,18230,10,9
1612,23,14598,10,9
1613,23,25040,8,10
1614,23,10496,8,10
1615,23,16499,7,11
1616,23,12451,6,12
1617,23,12452,4,13
1618,23,12454,4,13
1619,23,18463,4,13
1620,23,33042,4,13
1621,23,10453,2,14
1622,23,11456,2,14
1623,24,31037,33,1
1624,24,22051,30,2
1625,24,26068,29,3
1626,24,25069,27,4
1627,24,25053,26,5
1628,24,21058,26,5
1629,24,20057,25,6
1630,24,40011,24,7
1631,24,73015,23,8
1632,24,29041,22,9
1633,24,22059,21,10
1634,24,40012,20,11
1635,24,33044,20,11
1636,24,33016,16,12
1637,24,34043,12,13
1638,24,40097,12,13
1639,24,25052,11,14
1640,24,34013,10,15
1641,24,34014,10,15
1642,24,18151,10,15
1643,24,16143,8,16
1644,24,22054,6,17
1645,24,29055,4,18
1646,24,38085,4,18
1647,24,28111,4,18
1648,24,36010,3,19
1649,24,24024,3,19
1650,24,23062,3,19
1651,24,35084,3,19
1652,24,39087,3,19
1653,24,29094,3,19
1654,24,30088,3,19
1655,24,20103,3,19
1656,24,20060,2,20
1657,24,23061,2,20
1658,24,22071,2,20
1659,24,26072,2,20
1660,24,26074,2,20
1661,24,24076,2,20
1662,24,25077,2,20
1663,24,40081,2,20
1664,24,38083,2,20
1665,24,29092,2,20
1666,24,15142,2,20
1667,24,41089,2,20
1668,24,16147,2,20
1669,24,61080,2,20
1670,24,21073,1,21
1671,24,43082,1,21
1672,24,24063,1,21
1673,24,21064,1,21
1674,24,31086,1,21
1675,24,14159,1,21
1676,24,27095,1,21
1677,25,10350,114,1
1678,25,10422,103,2
1679,25,20025,102,3
1680,25,31016,101,4
1681,25,26088,90,5
1682,25,22062,86,6
1683,25,26099,84,7
1684,25,11401,75,8
1685,25,26022,67,9
1686,25,34007,65,10
1687,25,26064,63,11
1688,25,13400,62,12
1689,25,47020,61,13
1690,25,15010,54,14
1691,25,20015,54,14
1692,25,21012,52,15
1693,25,23005,51,16
1694,25,37020,51,16
1695,25,29017,50,17
1696,25,18008,50,17
1697,25,46009,49,18
1698,25,49003,48,19
1699,25,20018,48,19
1700,25,23011,47,20
1701,25,11312,46,21
1702,25,24023,44,22
1703,25,14364,44,22
1704,25,30097,42,23
1705,25,17049,42,23
1706,25,11320,40,24
1707,25,23044,40,24
1708,25,57013,40,24
1709,25,21027,39,25
1710,25,32086,39,25
1711,25,50014,39,25
1712,25,50012,39,25
1713,25,22048,38,26
1714,25,10286,38,26
1715,25,44005,38,26
1716,25,13150,36,27
1717,25,38087,35,28
1718,25,66011,35,28
1719,25,47004,33,29
1720,25,14066,33,29
1721,25,25004,33,29
1722,25,35010,32,30
1723,25,18349,32,30
1724,25,20014,32,30
1725,25,25085,31,31
1726,25,20021,30,32
1727,25,18022,30,32
1728,25,15023,30,32
1729,25,32024,30,32
1730,25,33002,30,32
1731,25,87001,29,33
1732,25,45006,28,34
1733,25,11472,28,34
1734,25,10212,27,35
1735,25,12474,27,35
1736,25,51030,27,35
1737,25,67001,24,36
1738,25,37083,23,37
1739,25,56002,22,38
1740,25,31021,22,38
1741,25,12485,22,38
1742,25,37071,22,38
1743,25,54073,22,38
1744,25,12280,20,39
1745,25,12186,19,40
1746,25,10351,19,40
1747,25,22031,19,40
1748,25,27017,18,41
1749,25,20037,18,41
1750,25,10178,18,41
1751,25,41081,18,41
1752,25,56055,18,41
1753,25,34084,17,42
1754,25,15101,14,43
1755,25,12185,14,43
1756,25,11389,14,43
1757,25,49004,14,43
1758,25,29027,14,43
1759,25,13152,14,43
1760,25,14455,14,43
1761,25,32047,14,43
1762,25,11183,14,43
1763,25,13220,13,44
1764,25,28089,13,44
1765,25,16033,13,44
1766,25,10282,13,44
1767,25,12189,13,44
1768,25,89003,13,44
1769,25,12284,12,45
1770,25,22073,12,45
1771,25,11425,12,45
1772,25,15255,12,45
1773,25,41005,11,46
1774,25,14102,11,46
1775,25,11026,11,46
1776,25,10313,10,47
1777,25,32091,10,47
1778,25,39083,10,47
1779,25,10454,10,47
1780,25,18477,10,47
1781,25,11323,9,48
1782,25,48007,9,48
1783,25,12356,9,48
1784,25,65013,9,48
1785,25,27070,8,49
1786,25,34018,8,49
1787,25,31045,8,49
1788,25,15114,8,49
1789,25,19036,7,50
1790,25,10027,7,50
1791,25,24040,7,50
1792,25,13184,7,50
1793,25,14141,7,50
1794,25,13140,7,50
1795,25,13161,6,51
1796,25,11421,6,51
1797,25,11423,6,51
1798,25,31043,6,51
1799,25,15181,6,51
1800,25,13182,6,51
1801,25,11470,6,51
1802,25,51019,6,51
1803,25,15489,6,51
1804,25,23035,5,52
1805,25,16034,5,52
1806,25,10429,5,52
1807,25,13586,5,52
1808,25,12321,4,53
1809,25,11330,4,53
1810,25,13340,4,53
1811,25,26077,4,53
1812,25,13181,4,53
1813,25,17038,4,53
1814,25,16221,4,53
1815,25,15391,4,53
1816,25,36044,4,53
1817,25,10355,3,54
1818,25,10428,3,54
1819,25,10315,2,55
1820,25,11322,2,55
1821,25,12121,2,55
1822,25,11276,2,55
1823,25,14290,2,55
1824,25,11486,2,55
1825,25,12427,2,55
1826,25,12317,2,55
1827,25,10548,2,55
1828,25,11388,2,55
1829,25,57003,1,56
1830,25,14386,1,56
1831,25,44080,1,56
1832,30,83001,567,1
1833,30,67002,376,2
1834,30,67003,302,3
1835,31,22004,98,1
1836,31,22005,85,2
1837,31,23003,63,3
1838,31,39001,62,4
1839,31,79002,62,4
1840,31,85003,61,5
1841,31,44007,60,6
1842,31,96001,60,6
1843,31,78002,60,6
1844,31,84003,60,6
1845,31,72005,60,6
1846,31,95001,59,7
1847,31,72004,59,7
1848,31,84004,59,7
1849,31,75002,57,8
1850,31,96005,57,8
1851,31,94001,56,9
1852,31,98005,55,10
1853,31,83003,54,11
1854,31,36001,51,12
1855,31,81003,50,13
1856,31,74004,50,13
1857,31,97001,44,14
1858,31,70005,43,15
1859,31,19006,42,16
1860,31,13250,42,16
1861,31,67006,42,16
1862,31,80002,41,17
1863,31,28002,41,17
1864,31,19018,40,18
1865,31,72008,40,18
1866,31,14330,38,19
1867,31,58011,32,20
1868,31,16010,32,20
1869,31,44018,30,21
1870,31,52008,30,21
1871,31,11363,27,22
1872,31,16332,25,23
1873,31,54012,24,24
1874,31,61011,23,25
1875,31,20333,21,26
1876,31,77002,19,27
1877,31,47009,18,28
1878,31,12465,16,29
1879,31,49010,15,30
1880,31,10364,14,31
1881,31,14047,14,31
1882,31,27031,14,31
1883,31,23065,14,31
1884,31,11485,14,31
1885,31,18482,14,31
1886,31,13035,13,32
1887,31,19014,12,33
1888,31,21011,12,33
1889,31,20012,12,33
1890,31,19013,12,33
1891,31,18015,12,33
1892,31,11442,12,33
1893,31,11445,12,33
1894,31,55013,12,33
1895,31,31040,11,34
1896,31,44010,10,35
1897,31,12240,8,36
1898,31,10379,7,37
1899,31,14036,7,37
1900,31,26062,6,38
1901,31,18016,4,39
1902,31,19021,4,39
1903,31,11130,4,39
1904,31,14029,4,39
1905,31,17022,4,39
1906,31,16019,4,39
1907,31,11325,4,39
1908,31,26071,4,39
1909,31,34020,4,39
1910,31,27025,4,39
1911,31,30026,4,39
1912,31,27027,4,39
1913,31,25034,4,39
1914,31,28051,4,39
1915,31,27052,4,39
1916,31,28053,4,39
1917,31,25054,4,39
1918,31,35055,4,39
1919,31,24057,4,39
1920,31,35063,4,39
1921,31,28064,4,39
1922,31,23066,4,39
1923,31,20068,4,39
1924,31,21069,4,39
1925,31,30070,4,39
1926,31,31073,4,39
1927,31,31058,4,39
1928,31,49023,4,39
1929,31,12164,3,40
1930,31,28076,2,41
1931,31,12134,1,42
1932,31,18135,1,42
1933,31,15136,1,42
1934,31,12361,1,42
1935,32,30009,307,1
1936,32,55003,270,2
1937,32,39012,265,3
1938,32,38008,239,4
1939,32,52004,222,5
1940,32,35007,215,6
1941,32,45005,207,7
1942,32,61002,204,8
1943,32,27022,196,9
1944,32,39006,196,9
1945,32,21025,161,10
1946,32,33014,154,11
1947,32,20034,141,12
1948,32,33013,137,13
1949,32,23024,130,14
1950,32,31018,126,15
1951,32,32016,117,16
1952,32,57033,107,17
1953,32,67011,94,18
1954,32,30017,54,19
1955,32,45027,41,20
1956,32,25023,39,21
1957,32,23032,38,22
1958,35,70013,70,1
1959,35,82004,62,2
1960,35,81005,58,3
1961,35,48022,48,4
1962,35,56017,39,5
1963,35,50007,14,6
1964,42,11274,113,1
1965,42,13273,88,2
1966,42,14246,79,3
1967,42,13218,70,4
1968,42,17271,35,5
1969,42,11278,24,6
1970,42,14281,24,6
1971,44,10254,56,1
1972,44,11256,52,2
1973,44,10257,47,3
1974,44,11286,43,4
1975,44,12276,12,5
1976,45,13263,71,1
1977,45,12205,64,2
1978,45,11206,64,2
1979,45,14236,54,3
1980,45,12226,40,4
1981,47,11255,89,1
1982,47,14275,76,2
1983,47,12287,26,3
1984,47,15285,26,3
1985,49,18201,183,1
1986,49,11207,59,2
1987,50,10234,119,1
1988,50,11232,74,2
1989,50,12231,51,3
1990,51,14203,45,1
1991,51,13204,30,2
1992,51,10214,14,3
1993,51,10213,13,4
1994,92,37079,7,1
1995,92,59084,7,1
1996,93,10001,21,1
1997,98,87005,10,1
1998,98,90004,10,1
